Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Bin 18,Bin 19,Bin 20,Bin 21,Bin 22,Bin 23,Bin 24,Bin 25,Bin 26,Bin 27,Bin 28,Bin 29,Bin 30,Bin 31,Bin 32,Bin 33,Bin 34,Bin 35,Bin 36,Bin 37,Bin 38,Bin 39,Bin 40,Bin 41,Bin 42,Bin 43,Bin 44,Bin 45,Bin 46,Bin 47,Bin 48,Bin 49,Bin 50,Bin 51,Bin 52,Bin 53,Bin 54,Bin 55,Bin 56,Bin 57,Bin 58,Contrast,Dissimilarity,Homogenity,Energy,Correlation,ASM,Ring 1,Ring 2,Ring 3,Ring 4,Ring 5,Ring 6,Ring 7,Ring 8,Ring 9,Ring 10,Ring 11,Ring 12,Ring 13,Ring 14,Ring 15,Ring 16,Ring 17,Ring 18,Ring 19,Ring 20,Ring 21,Ring 22,Ring 23,Ring 24,Ring 25,Ring 26,Ring 27,Ring 28,Ring 29,Ring 30,Ring 31,Entropy,Mean,Median,Std Deviation,Kurtosis,Skewness,Person
0.0513002972,0,0,0,0,0,0.195753315,0,0,0,0,0,0.1213305898,0,0,0,0,0,0,0.4787751486,0,0,0,0,0,0.8422696616,0,0,0,0,0,0,0.8199759945,0,0,0,0,0,0.2903978052,0,0,0,0,0,0,0.2596507773,0,0,0,0,0,2.9450845908,0,0,0,0,0,0.4399062643,1150.0104775,13.2647723561,0.5167187047,0.4513912606,0.9294854567,0.2037540702,0.2485624204,0.423955044,0.3564778342,0.5033840659,0.4726698825,0.2962792018,0.3112641525,0.5304825045,0.5527768521,0.3715764182,0.5999244096,0.4863697442,0.4569754845,0.4674779161,0.3646444611,0.3774404337,0.3630544656,0.3915752032,0.3969905078,0.4339894882,0.3290848673,0.4760913863,0.4664249145,0.437739753,0.3114397672,0.312168446,0.3283352766,0.3488876108,0.4348091428,0.4318630918,0.4170161953,14.0332,1.48799,1.9902,0.704726,-0.7736877878,-0.7736877878,1
0.053952332,0,0,0,0,0,0.1625200046,0,0,0,0,0,0.1173525377,0,0,0,0,0,0,0.4698245313,0,0,0,0,0,0.9607824646,0,0,0,0,0,0,0.7807756059,0,0,0,0,0,0.2542638317,0,0,0,0,0,0,0.2477166209,0,0,0,0,0,2.9988711706,0,0,0,0,0,0.3983853452,908.81821151,12.9529557776,0.5233894044,0.4665281619,0.9174962491,0.2176485258,0.2520514233,0.590666939,0.4962365383,0.3844577948,0.4411336418,0.4358532513,0.5301371374,0.5978043395,0.4826027128,0.4740979701,0.420006693,0.4806426375,0.3976129578,0.4075670375,0.388052296,0.3426470481,0.4195315603,0.4112891723,0.3601413125,0.3325413593,0.3594761463,0.3595286188,0.3243228424,0.3337544479,0.3419868403,0.3550581583,0.3672464838,0.3819902545,0.3648952306,0.3198057272,0.3027234179,14.1318,1.56631,1.99216,0.580595,-0.6581140921,-0.6581140921,2
0.0499742798,0,0,0,0,0,0.1655864198,0,0,0,0,0,0.1237339963,0,0,0,0,0,0,0.482090192,0,0,0,0,0,0.9382401692,0,0,0,0,0,0,0.7922953818,0,0,0,0,0,0.2672753772,0,0,0,0,0,0,0.2481310014,0,0,0,0,0,2.9971307728,0,0,0,0,0,0.3799868541,846.89764191,12.192618721,0.5231813855,0.463913247,0.9218718902,0.2152155008,0.2881746164,0.4142656119,0.657601352,0.4763468037,0.4943671286,0.457218244,0.5598206533,0.4664120991,0.4353601002,0.3373759747,0.3592093443,0.4280000618,0.4831178817,0.4070968217,0.3734552535,0.473894086,0.4701328444,0.4091378922,0.3133279743,0.3141408252,0.2949635207,0.3292769463,0.359257069,0.359959974,0.3071618738,0.3632271522,0.3665017396,0.3044412707,0.3223147624,0.2335598919,0.2337214247,14.1359,1.567,1.99216,0.576043,-0.7856175702,-0.7856175702,2
0.1768575674,0,0,0,0,0,0.4192701189,0,0,0,0,0,0.3394604481,0,0,0,0,0,0,0.855115455,0,0,0,0,0,1.4213248743,0,0,0,0,0,0,1.1717021033,0,0,0,0,0,0.5738340192,0,0,0,0,0,0,0.4488568816,0,0,0,0,0,0.4909579332,0,0,0,0,0,0.5470650434,618.867777125,15.0184597296,0.1224915571,0.01740903,0.9412626961,0.0003030743,0.2527233273,0.3295643884,0.3800035111,0.3475492132,0.3275938915,0.2815487568,0.4039297583,0.2917696507,0.3153521739,0.2959197087,0.4102224267,0.4194986312,0.2997064788,0.3664619556,0.3617445069,0.2090689758,0.3912397249,0.4081498806,0.3176293282,0.2728822281,0.2777078319,0.378821896,0.3780497611,0.3883430956,0.3407238068,0.3463532487,0.3082330115,0.266025965,0.3264287193,0.2889262932,0.2770280467,0,0.806924,0.562745,0.566338,-0.8437199421,-0.8437199421,2
0.0492283951,0,0,0,0,0,0.1679069502,0,0,0,0,0,0.1222422268,0,0,0,0,0,0,0.4782778921,0,0,0,0,0,0.9661694102,0,0,0,0,0,0,0.778952332,0,0,0,0,0,0.2501200274,0,0,0,0,0,0,0.25260631,0,0,0,0,0,2.9895061728,0,0,0,0,0,0.3894347279,877.745456921,12.618799399,0.5224484385,0.4657606871,0.9226050184,0.2169330176,0.2344695814,0.5277713194,0.560463942,0.3967499341,0.4022736003,0.4430467272,0.5008969598,0.3649572597,0.4630553342,0.48084989,0.4709987005,0.300901318,0.4384222776,0.380217236,0.3724361732,0.5867685115,0.5447159223,0.3446005018,0.3952978517,0.3424886757,0.3759584424,0.4080384537,0.3386226112,0.3104364193,0.3260992604,0.2832893462,0.4333358889,0.4234223739,0.3086555755,0.3535720735,0.3145049806,14.1283,1.55145,1.99216,0.589015,-0.9052551325,-0.9052551325,2
0.0544495885,0,0,0,0,0,0.1691500914,0,0,0,0,0,0.1214134659,0,0,0,0,0,0,0.4827532007,0,0,0,0,0,0.8681270005,0,0,0,0,0,0,0.8034007773,0,0,0,0,0,0.2672753772,0,0,0,0,0,0,0.2511145405,0,0,0,0,0,3.0434585048,0,0,0,0,0,0.3833018976,857.610908616,12.3564047292,0.5300858029,0.4719722775,0.9195723982,0.2227578307,0.2444513652,0.3845697412,0.4693441915,0.2813117805,0.4850680088,0.4134402154,0.3892176468,0.5609929959,0.4828165533,0.4614361722,0.4517545498,0.3529058455,0.2572929599,0.4916007646,0.4649372772,0.4775039638,0.5252656099,0.3551323884,0.3823512092,0.4003018362,0.4835096077,0.3458989869,0.3295884525,0.4414997083,0.3754894401,0.2652427959,0.356365081,0.3250650236,0.3108778073,0.3250572447,0.3183158793,14.1384,1.56908,1.99412,0.571368,-0.779233733,-0.779233733,2
0.0514660494,0,0,0,0,0,0.1714706219,0,0,0,0,0,0.128209305,0,0,0,0,0,0,0.4844107225,0,0,0,0,0,0.9002829218,0,0,0,0,0,0,0.7874056927,0,0,0,0,0,0.2634630773,0,0,0,0,0,0,0.2525234339,0,0,0,0,0,3.0171867856,0,0,0,0,0,0.3880258345,862.442262721,12.2962309752,0.5251745247,0.4687186531,0.9221647588,0.2196971758,0.2551478827,0.4440032589,0.6741869867,0.5268499297,0.5885163257,0.3758839898,0.4235368203,0.3603497869,0.5186174111,0.4954720861,0.465890912,0.317882292,0.3714686129,0.3476673325,0.370928994,0.3736196204,0.3234150045,0.4570222353,0.4227608668,0.4696318364,0.5203072685,0.3676092755,0.3759795333,0.2867174562,0.2585630507,0.2735932239,0.3315554258,0.3583732206,0.3392273417,0.3782177406,0.372729258,14.1325,1.56136,1.99216,0.582304,-0.8346893261,-0.8346893261,2
0.0488140146,0,0,0,0,0,0.1618569959,0,0,0,0,0,0.1200874486,0,0,0,0,0,0,0.4840792181,0,0,0,0,0,0.9247313672,0,0,0,0,0,0,0.8110253772,0,0,0,0,0,0.2601480338,0,0,0,0,0,0,0.2565843621,0,0,0,0,0,2.9917438272,0,0,0,0,0,0.3853737997,862.574041414,12.3128094585,0.5242925046,0.4655062583,0.9187529325,0.2166960765,0.3334192847,0.4248541468,0.4950217378,0.5360500398,0.5673067747,0.4616782131,0.4752554003,0.4238926902,0.4254741216,0.4252459443,0.477931437,0.5352322867,0.5074467945,0.344021872,0.3673981272,0.4694020595,0.4800326348,0.39610081,0.3757716307,0.3230073644,0.3143822658,0.3699357698,0.3843432426,0.4144134856,0.258086578,0.4295880064,0.4379686496,0.3632891555,0.3254934614,0.2829526806,0.2550604248,14.1392,1.57784,1.99216,0.57017,-0.668405758,-0.668405758,2
0.0526263146,0,0,0,0,0,0.1466906722,0,0,0,0,0,0.1146176269,0,0,0,0,0,0,0.4167009602,0,0,0,0,0,0.8749228395,0,0,0,0,0,0,0.725994513,0,0,0,0,0,0.226583219,0,0,0,0,0,0,0.2260030864,0,0,0,0,0,3.3081647234,0,0,0,0,0,0.3521404893,825.638709256,11.9338297733,0.5653084691,0.5139940373,0.9195635735,0.2641898704,0.2427427853,0.5081979515,0.648831782,0.4546587763,0.4397203924,0.4591777946,0.4963906165,0.4227992819,0.6482856628,0.569436375,0.464924554,0.4892420096,0.4842894881,0.3925829584,0.4054364279,0.3628362996,0.3914480945,0.4049009257,0.4329106205,0.3155645792,0.3107625077,0.3875772415,0.3595990134,0.3332500682,0.2888346956,0.5351530557,0.4025584992,0.375351561,0.2451033833,0.2871997889,0.2790814949,14.1457,1.60234,2,0.560619,-0.5222627123,-0.5222627123,2
0.0531235711,0,0,0,0,0,0.1578789438,0,0,0,0,0,0.1190929355,0,0,0,0,0,0,0.4699902835,0,0,0,0,0,0.9068301326,0,0,0,0,0,0,0.8083733425,0,0,0,0,0,0.2633802012,0,0,0,0,0,0,0.2453960905,0,0,0,0,0,3.0486796982,0,0,0,0,0,0.3716992455,925.293056372,12.9430922986,0.5297543467,0.4737237035,0.9152573586,0.2244141472,0.2953472463,0.4287122351,0.5267245702,0.3640219783,0.3545407133,0.3687531319,0.603180221,0.5250759441,0.5022942511,0.4569932094,0.4142015742,0.3755264332,0.3540421193,0.3605188134,0.4488417718,0.4555670246,0.4603610382,0.4173799883,0.3882339798,0.4034431126,0.4378182533,0.340252036,0.2675354255,0.4293796165,0.3603093636,0.3884159866,0.3870608174,0.3597637727,0.2603898268,0.3109924345,0.3956538472,14.1351,1.57105,1.99412,0.578038,-0.73836423,-0.73836423,2
0.0514660494,0,0,0,0,0,0.1714706219,0,0,0,0,0,0.128209305,0,0,0,0,0,0,0.4844107225,0,0,0,0,0,0.9002829218,0,0,0,0,0,0,0.7874056927,0,0,0,0,0,0.2634630773,0,0,0,0,0,0,0.2525234339,0,0,0,0,0,3.0171867856,0,0,0,0,0,0.3880258345,862.442262721,12.2962309752,0.5251745247,0.4687186531,0.9221647588,0.2196971758,0.2551478827,0.4440032589,0.6741869867,0.5268499297,0.5885163257,0.3758839898,0.4235368203,0.3603497869,0.5186174111,0.4954720861,0.465890912,0.317882292,0.3714686129,0.3476673325,0.370928994,0.3736196204,0.3234150045,0.4570222353,0.4227608668,0.4696318364,0.5203072685,0.3676092755,0.3759795333,0.2867174562,0.2585630507,0.2735932239,0.3315554258,0.3583732206,0.3392273417,0.3782177406,0.372729258,14.1325,1.56136,1.99216,0.582304,-0.8346893261,-0.8346893261,2
0.0943958619,0,0,0,0,0,0.2182127343,0,0,0,0,0,0.2022176497,0,0,0,0,0,0,0.6138631687,0,0,0,0,0,0.9700645862,0,0,0,0,0,0,0.8955589849,0,0,0,0,0,0.3835505258,0,0,0,0,0,0,0.2792095336,0,0,0,0,0,2.4004229538,0,0,0,0,0,0.3869484454,524.367822849,9.7963158926,0.4331031129,0.3402420471,0.9712735895,0.1157646506,0.2422251128,0.3119570195,0.6462886209,0.428969311,0.2603863656,0.4450588314,0.3738409057,0.3143711633,0.3853680794,0.3163877763,0.2684521367,0.3534279419,0.3086119017,0.2894847223,0.3484629821,0.3876427164,0.3055288621,0.4040390267,0.4423144772,0.3592284042,0.3121270564,0.3343310195,0.3065948806,0.3409125143,0.2781140059,0.2387312371,0.3076524641,0.3094017847,0.2639345431,0.2533573676,0.2993760131,0,1.12014,1.03137,0.747955,-1.7389264507,-1.7389264507,2
0.0752514861,0,0,0,0,0,0.1715534979,0,0,0,0,0,0.156138546,0,0,0,0,0,0,0.5724251257,0,0,0,0,0,1.1533864883,0,0,0,0,0,0,0.9204218107,0,0,0,0,0,0.3092935528,0,0,0,0,0,0,0.2399262689,0,0,0,0,0,2.5252343393,0,0,0,0,0,0.3208133288,851.347886864,12.0224181854,0.44063851,0.3597984278,0.9532526185,0.1294549087,0.2224756453,0.3470636501,0.4758458209,0.2569538976,0.5339814293,0.536059745,0.4900832354,0.42886495,0.3637167976,0.4497332843,0.2746632921,0.3564060132,0.2335208057,0.3313555736,0.2551065663,0.4720532726,0.3230968816,0.3249190393,0.3363011613,0.3238842149,0.2785131262,0.3266497768,0.3625918095,0.2545304857,0.2922063412,0.2940525592,0.3426932171,0.3114541073,0.2895454699,0.2770442713,0.3534222596,0,1.16333,1.01569,0.745774,-1.5966775331,-1.5966775331,3
0.0345593278,0,0,0,0,0,0.1292866941,0,0,0,0,0,0.0717706904,0,0,0,0,0,0,0.4122256516,0,0,0,0,0,1.0028835162,0,0,0,0,0,0,0.8228766575,0,0,0,0,0,0.226583219,0,0,0,0,0,0,0.2143175583,0,0,0,0,0,3.2134373571,0,0,0,0,0,0.3165037723,1269.40182899,12.4840943236,0.5585206727,0.4874405101,0.9355000898,0.2375982509,0.3253447502,0.3152644009,0.3656475047,0.3467801677,0.4801851385,0.3302248399,0.4311486476,0.3162670745,0.2021885576,0.4768251181,0.4600559014,0.5296693216,0.3605738274,0.4592599273,0.4209591109,0.3185361025,0.3328967054,0.4016191655,0.3558470613,0.4014020555,0.416081634,0.3351072466,0.3457601584,0.342144913,0.3442282082,0.4057440677,0.3884647548,0.397833517,0.3734417977,0.3495783953,0.2667019791,13.9589,1.39166,1.99608,0.7741,-1.3729768961,-1.3729768961,3
0.0368798583,0,0,0,0,0,0.1402263374,0,0,0,0,0,0.0856109968,0,0,0,0,0,0,0.414546182,0,0,0,0,0,0.9605338363,0,0,0,0,0,0,0.8641489483,0,0,0,0,0,0.2486282579,0,0,0,0,0,0,0.2356167124,0,0,0,0,0,3.1260859625,0,0,0,0,0,0.3321673525,1245.25377229,12.219295839,0.5501972858,0.4727205885,0.9366192308,0.2234647548,0.2930561463,0.2556371941,0.4302728271,0.3218605268,0.5070536095,0.4412131131,0.3939659868,0.2799550471,0.2679787844,0.3930671234,0.4035997805,0.373070438,0.3277956878,0.286237227,0.5116724445,0.4785184106,0.3655480109,0.3140426565,0.3453940324,0.379786629,0.3278072305,0.3263440591,0.2741645775,0.2951019561,0.3672944117,0.3980147639,0.4285125464,0.3356003578,0.2889671685,0.3521595716,0.317754321,13.9575,1.3865,1.99216,0.773508,-1.3781005559,-1.3781005559,3
0.0476537494,0,0,0,0,0,0.1553097851,0,0,0,0,0,0.0932355967,0,0,0,0,0,0,0.460791038,0,0,0,0,0,0.9450360082,0,0,0,0,0,0,0.8881001372,0,0,0,0,0,0.2697616598,0,0,0,0,0,0,0.2589877686,0,0,0,0,0,2.9518804298,0,0,0,0,0,0.3736882716,1299.22454765,13.2258540728,0.5251151582,0.4492183298,0.9314688645,0.2017971078,0.2763765858,0.3577434037,0.3728366498,0.3214460027,0.3987393466,0.3176358376,0.5065708706,0.388334427,0.261998964,0.2290930778,0.3852527712,0.3973014555,0.3405219862,0.3913708236,0.3913937993,0.3594281481,0.4002426859,0.4233904977,0.3411821927,0.3823228479,0.4276454983,0.3960825177,0.3637869031,0.4694944921,0.4201691123,0.3889889889,0.3815764719,0.4169461226,0.3240782573,0.4342043491,0.3888661465,13.9721,1.39372,1.9902,0.75977,-1.3409613637,-1.3409613637,3
0.0360510974,0,0,0,0,0,0.1380715592,0,0,0,0,0,0.0846993599,0,0,0,0,0,0,0.424159808,0,0,0,0,0,0.9417209648,0,0,0,0,0,0,0.83108139,0,0,0,0,0,0.237191358,0,0,0,0,0,0,0.2307270233,0,0,0,0,0,3.1954532465,0,0,0,0,0,0.3252886374,1254.78543341,12.2957345352,0.5579155664,0.4836506568,0.935903452,0.2339179578,0.2983226185,0.2999187307,0.4194881247,0.3258687185,0.4593517337,0.3614605236,0.4025358402,0.2485638442,0.2748947428,0.354456678,0.3433345765,0.503665283,0.4024226946,0.5394731944,0.5591572829,0.4480460444,0.3466940042,0.3219707494,0.3470689154,0.3441316463,0.2885893824,0.3388426125,0.3773941947,0.3500545,0.3753502584,0.4092012706,0.4497149397,0.4452617767,0.3191833708,0.4502625427,0.4104652635,13.9598,1.39271,1.99412,0.772018,-1.3446061238,-1.3446061238,3
0.0274319845,0,0,0,0,0,0.094478738,0,0,0,0,0,0.0719364426,0,0,0,0,0,0,0.402031893,0,0,0,0,0,1.026751829,0,0,0,0,0,0,0.8031521491,0,0,0,0,0,0.1890403521,0,0,0,0,0,0,0.1673268176,0,0,0,0,0,3.4530321216,0,0,0,0,0,0.2092621171,957.525520935,11.4576131687,0.5782120789,0.5195446341,0.9473223232,0.2699266268,0.2931000699,0.2887159207,0.2757901909,0.2498790502,0.4987825295,0.3845422891,0.4236508457,0.4364811194,0.3419413019,0.3725720634,0.3371440391,0.4919421808,0.3746715917,0.3323427092,0.3811246217,0.3072929177,0.3437149979,0.3291568179,0.2101199341,0.4184033603,0.3839731048,0.2944361891,0.371664221,0.3969730489,0.3537526795,0.3130550064,0.4086712456,0.3714719004,0.4641541712,0.2818090388,0.3929589644,13.9866,1.39165,2,0.744808,-1.3455835991,-1.3455835991,3
